Rank	Disease	Category	Protein	Gene	Protein_class	Immune_class	Plasma_detectability	PIRS_coefficient	PIRS_direction	CV_stability	Sensitivity_contrib	Specificity_contrib	AUROC_contrib	MR_OR	MR_FDR	MR_support	Coloc_PP_H4	Coloc_support	pQTL_support	Protein_level_causal	Replication	Known_drug_status	Druggability	Novelty_score_PINS	Novelty_tier	Novelty_tier_label	Causal_predictive_concordance	Therapeutic_direction	Biomarker_or_target	Best_figure_panel	Best_validation_experiment	Final_recommendation
487	Disorders of lipoprotein metabolism and other lipidaemias	Metabolic/Endocrine	Hepatitis A virus cellular receptor 1	HAVCR1	CD markers, Predicted membrane proteins	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.561	6.69e-07	yes	0.409	no	no	no	not tested	not an approved target	Low-moderate	3.477	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
488	Obesity related asthma	Respiratory	Interleukin-18 receptor accessory protein	IL18RAP	CD markers, Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Cytokine/Interleukin	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.929	3.23e-03	yes	0.134	no	no	no	not tested	not an approved target	Low-moderate	3.466	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
489	Nasal polyp	Respiratory	Tyrosine-protein kinase receptor UFO	AXL	Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	2.48	1.59e-10	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	3.46	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
490	Pregnancy hypertension	Other	Tyrosine-protein kinase Fes/Fps	FES	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.856	2.01e-04	yes	0.219	no	no	no	not tested	not an approved target	Uncertain	3.458	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
491	Other joint disorders	Musculoskeletal	Endothelial protein C receptor	PROCR	Candidate cardiovascular disease genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.28	5.24e-08	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	3.456	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
492	Obesity	Metabolic/Endocrine	Microtubule-associated protein RP/EB family member 3	MAPRE3	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.768	5.59e-03	yes	0.005	no	no	no	not tested	not an approved target	Uncertain	3.456	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
493	Ischaemic heart disease, wide definition	Cardiovascular	Tyrosine-protein kinase Fes/Fps	FES	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.909	8.45e-05	yes	0.137	no	no	no	replicated (FinnGen + UK Biobank)	not an approved target	Uncertain	3.452	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
494	Other intervertebral disc disorders	Musculoskeletal	Microtubule-associated protein RP/EB family member 3	MAPRE3	Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.825	3.93e-02	yes	0.171	no	no	no	not tested	not an approved target	Uncertain	3.452	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
495	Glaucoma	Ophthalmological	Latent-transforming growth factor beta-binding protein 2	LTBP2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.667	1.76e-06	yes	0.455	no	no	no	replicated (FinnGen + UK Biobank)	not an approved target	Low-moderate	3.439	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
496	Other embolism and thrombosis	Cardiovascular	Endothelial protein C receptor	PROCR	Candidate cardiovascular disease genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.394	6.66e-08	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	3.436	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
497	Statin medication	Cardiovascular	Asialoglycoprotein receptor 1	ASGR1	Predicted intracellular proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.275	5.65e-06	yes	0.049	no	yes (concordant, protein-level)	no	not tested	not an approved target	Low-moderate	3.432	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
498	Hypertension	Cardiovascular	Microtubule-associated protein tau	MAPT	Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.574	8.44e-03	yes	0.0	no	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	3.415	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
499	Type 2 diabetes, definitions combined	Metabolic/Endocrine	Nodal modulator 1	NOMO1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.097	2.09e-03	yes	0.535	no	no	no	not tested	not an approved target	Low-moderate	3.405	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
500	Type 2 diabetes, wide definition	Metabolic/Endocrine	Nodal modulator 1	NOMO1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.105	1.38e-02	yes	0.695	no	no	no	not tested	not an approved target	Low-moderate	3.4	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
501	Allergic asthma (mode)	Respiratory	Toll-like receptor 1	TLR1	CD markers, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.196	5.11e-03	yes	0.585	no	no	no	not tested	not an approved target	Low-moderate	3.377	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
502	Suggestive for eosinophilic asthma	Respiratory	Interleukin-18 receptor accessory protein	IL18RAP	CD markers, Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Cytokine/Interleukin	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.86	2.08e-03	yes	0.0	no	no	no	replicated (FinnGen + UK Biobank)	not an approved target	Low-moderate	3.37	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
503	Dermatitis and eczema	Dermatological	Interleukin-7 receptor subunit alpha	IL7R	Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Cytokine/Interleukin	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.163	2.22e-08	yes	0.0	no	yes (concordant, protein-level)	no	not tested	not an approved target	Low-moderate	3.364	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
504	Myocardial infarction, strict	Cardiovascular	Tyrosine-protein kinase Fes/Fps	FES	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.878	9.28e-04	yes	0.234	no	no	no	replicated (FinnGen + UK Biobank)	not an approved target	Uncertain	3.341	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
505	Statin medication	Cardiovascular	Platelet factor 4	PF4	Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins	Chemokine axis	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.207	6.09e-88	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	3.333	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
506	Statin medication	Cardiovascular	Sortilin	SORT1	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.434	7.97e-40	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	3.333	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
