olink_id	gene_symbol	protein_name	hpa_protein_class	hpa_bio_process	hpa_mol_function	hpa_disease	rna_blood_cell_specificity	rna_blood_cell_specific_ntpm	rna_blood_lineage_specificity	secretome_location	rna_tissue_specificity	msigdb_c7_immune_gene	cytokine	interleukin	interferon_axis	TNF_axis	chemokine	complement	coagulation	checkpoint	CD_marker	acute_phase	HLA_antigen	immunoglobulin	soluble_receptor	immune_cell_enriched	immune_source_cells	secreted_to_blood	inflammation_immune_annotated	immune_score	is_plasma_immune	immune_class
2296	RNASEH2A	Ribonuclease H2 subunit A	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins		Endonuclease, Hydrolase, Nuclease	Aicardi-Goutieres syndrome, Disease variant	Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2297	RNASET2	Ribonuclease T2	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	Immunity, Innate immunity	Endonuclease, Hydrolase, Lyase, Nuclease	Disease variant	Low immune cell specificity		Low lineage specificity	Secreted to blood	Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	1	0	Other immune-annotated
2298	RNF149	E3 ubiquitin-protein ligase RNF149	Enzymes, Metabolic proteins, Predicted membrane proteins	Ubl conjugation pathway	Transferase		Immune cell enriched	neutrophil: 621.0	Lineage enriched		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Granulocyte	0	0	2	1	Immune-cell-enriched
2299	RNF168	E3 ubiquitin-protein ligase RNF168	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins	DNA damage, DNA repair, Ubl conjugation pathway	Chromatin regulator, Transferase		Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2300	RNF31	E3 ubiquitin-protein ligase RNF31	Enzymes, Metabolic proteins, Predicted intracellular proteins	Ubl conjugation pathway	Transferase	Disease variant	Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2301	RNF4	E3 ubiquitin-protein ligase RNF4	Enzymes, Essential proteins, Predicted intracellular proteins	Transcription, Transcription regulation, Ubl conjugation pathway	Activator, DNA-binding, Transferase		Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2302	RNF41	E3 ubiquitin-protein ligase NRDP1	Enzymes, Metabolic proteins, Predicted intracellular proteins	Apoptosis, Autophagy, Ubl conjugation pathway	Transferase		Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2303	RNF43	E3 ubiquitin-protein ligase RNF43	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	Ubl conjugation pathway, Wnt signaling pathway	Developmental protein, Transferase	Cancer-related genes	Not detected in immune cells		Not detected		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2304	RNF5	E3 ubiquitin-protein ligase RNF5	Enzymes, Metabolic proteins, Predicted membrane proteins	Ubl conjugation pathway	Transferase		Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2305	ROBO1	Roundabout homolog 1	Predicted intracellular proteins, Predicted membrane proteins	Chemotaxis, Differentiation, Neurogenesis	Developmental protein, Receptor	Disease variant, Dwarfism, Intellectual disability	Not detected in immune cells		Not detected		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2306	ROBO2	Roundabout homolog 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Chemotaxis, Differentiation, Neurogenesis	Developmental protein, Receptor	Disease variant	Not detected in immune cells		Not detected		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2307	ROBO4	Roundabout homolog 4	Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins	Angiogenesis, Differentiation	Developmental protein, Receptor	Disease variant	Not detected in immune cells		Not detected		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2308	ROR1	Inactive tyrosine-protein kinase transmembrane receptor ROR1	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Wnt signaling pathway	Kinase, Receptor, Transferase	Deafness, Disease variant, Non-syndromic deafness	Not detected in immune cells		Not detected	Intracellular and membrane	Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0	0	0	Soluble receptor
2309	RP2	Protein XRP2	Disease related genes, Human disease related genes, Predicted intracellular proteins	Protein transport, Transport	GTPase activation	Disease variant, Retinitis pigmentosa	Low immune cell specificity		Low lineage specificity		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2310	RPA2	Replication protein A 32 kDa subunit	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins	DNA damage, DNA recombination, DNA repair, DNA replication	DNA-binding	Cancer-related genes	Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2311	RPE	Ribulose-phosphate 3-epimerase	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	Carbohydrate metabolism	Isomerase		Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2312	RPGR	X-linked retinitis pigmentosa GTPase regulator	Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Cilium biogenesis/degradation, Sensory transduction, Vision	Guanine-nucleotide releasing factor	Cancer-related genes, Ciliopathy, Cone-rod dystrophy, Deafness, Disease variant, Retinitis pigmentosa	Immune cell enhanced	neutrophil: 14.8	Lineage enriched		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Granulocyte	0	0	2	1	Immune-cell-enriched
2313	RPL14	60S ribosomal protein L14	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins		Ribonucleoprotein, Ribosomal protein		Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2314	RPS10	40S ribosomal protein S10	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Ribosomal proteins		Ribonucleoprotein, Ribosomal protein	Diamond-Blackfan anemia	Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2315	RRAS	Ras-related protein R-Ras	Predicted intracellular proteins, RAS pathway related proteins		Hydrolase		Group enriched	intermediate monocyte: 20.9;non-classical monocyte: 25.1	Lineage enriched		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Myeloid/Monocyte	0	0	2	1	Immune-cell-enriched
2316	RRM2	Ribonucleoside-diphosphate reductase subunit M2	Enzymes, Essential proteins, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted membrane proteins	Deoxyribonucleotide synthesis	Oxidoreductase	FDA approved drug targets	Low immune cell specificity		Low lineage specificity		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2317	RRM2B	Ribonucleoside-diphosphate reductase subunit M2 B	Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	Deoxyribonucleotide synthesis, DNA damage, DNA repair	Oxidoreductase	Deafness, Disease variant, FDA approved drug targets, Neuropathy, Primary mitochondrial disease, Progressive external ophthalmoplegia	Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2318	RRP15	RRP15-like protein	Essential proteins, Predicted intracellular proteins				Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2319	RSPO1	R-spondin-1	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins	Sensory transduction, Wnt signaling pathway	Heparin-binding	Palmoplantar keratoderma	Not detected in immune cells		Not detected	Secreted in female reproductive system	Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	Non-immune
2320	RSPO3	R-spondin-3	Cancer-related genes, Predicted secreted proteins	Sensory transduction, Wnt signaling pathway	Heparin-binding	Cancer-related genes	Not detected in immune cells		Not detected	Secreted to blood	Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	Non-immune
2321	RTBDN	Retbindin	Predicted intracellular proteins, Predicted secreted proteins, Transporters				Not detected in immune cells		Not detected	Secreted in other tissues	Tissue enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	Non-immune
2322	RTKN2	Rhotekin-2	Predicted intracellular proteins				Immune cell enriched	T-reg: 16.7	Lineage enriched		Tissue enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	T-cell	0	0	2	1	Immune-cell-enriched
2323	RTN4IP1	Reticulon-4-interacting protein 1, mitochondrial	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins	Neurogenesis, Ubiquinone biosynthesis	Oxidoreductase	Disease variant, Epilepsy, Intellectual disability	Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2324	RTN4R	Reticulon-4 receptor	Disease related genes, Human disease related genes, Predicted membrane proteins		Receptor	Disease variant, Schizophrenia	Immune cell enhanced	MAIT T-cell: 10.8	Lineage enriched		Tissue enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	T-cell	0	0	2	1	Immune-cell-enriched
2325	RUVBL1	RuvB-like 1	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	Cell cycle, Cell division, DNA damage, DNA recombination, DNA repair, Growth regulation, Mitosis, Transcription, Transcription regulation	Activator, Chromatin regulator, Helicase, Hydrolase		Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2326	RWDD1	RWD domain-containing protein 1	Predicted intracellular proteins				Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2327	RYR1	Ryanodine receptor 1	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, Transporters	Calcium transport, Ion transport, Transport	Calcium channel, Calmodulin-binding, Developmental protein, Ion channel, Ligand-gated ion channel, Receptor	Disease variant, FDA approved drug targets	Low immune cell specificity		Group enriched		Group enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0	0	0	Soluble receptor
2328	S100A11	Protein S100-A11	Plasma proteins, Predicted intracellular proteins				Immune cell enhanced	neutrophil: 17941.3	Low lineage specificity		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Granulocyte	0	0	2	1	Immune-cell-enriched
2329	S100A12	Protein S100-A12	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Immunity, Inflammatory response, Innate immunity	Antibiotic, Antimicrobial, Fungicide		Group enriched	classical monocyte: 1326.0;neutrophil: 1795.5	Group enriched	Secreted to blood	Tissue enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Myeloid/Monocyte;Granulocyte	1	1	3	1	Immune-cell-enriched
2330	S100A13	Protein S100-A13	Predicted intracellular proteins, Predicted secreted proteins	Protein transport, Transport			Immune cell enhanced	NK-cell: 33.3	Group enriched	Secreted in other tissues	Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NK-cell	1	0	2	1	Immune-cell-enriched
2331	S100A14	Protein S100-A14	Plasma proteins, Predicted intracellular proteins	Apoptosis			Not detected in immune cells		Not detected		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2332	S100A16	Protein S100-A16	Predicted intracellular proteins, Transporters				Not detected in immune cells		Not detected		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2333	S100A3	Protein S100-A3	Predicted intracellular proteins				Group enriched	intermediate monocyte: 3.1;non-classical monocyte: 6.3;plasmacytoid DC: 7.5	Group enriched		Tissue enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Myeloid/Monocyte;Dendritic	0	0	2	1	Immune-cell-enriched
2334	S100A4	Protein S100-A4	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins			Cancer-related genes	Low immune cell specificity		Low lineage specificity	Secreted to blood	Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	Non-immune
2335	S100G	Protein S100-G	Predicted intracellular proteins				Not detected in immune cells		Not detected		Tissue enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2336	S100P	Protein S100-P	Plasma proteins, Predicted intracellular proteins				Group enriched	basophil: 1796.7;eosinophil: 839.7;neutrophil: 2984.9	Lineage enriched		Group enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Granulocyte	0	0	2	1	Immune-cell-enriched
2337	SAA4	Serum amyloid A-4 protein	Plasma proteins, Predicted secreted proteins	Acute phase			Not detected in immune cells		Not detected	Secreted to blood	Tissue enriched	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0		1	0	1	0	Acute-phase
2338	SAFB2	Scaffold attachment factor B2	Plasma proteins, Predicted intracellular proteins	Transcription, Transcription regulation	DNA-binding, Repressor, RNA-binding		Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2339	SAG	S-arrestin	Disease related genes, Human disease related genes, Predicted intracellular proteins			Congenital stationary night blindness, Disease variant, Retinitis pigmentosa	Not detected in immune cells		Not detected		Tissue enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2340	SAMD9L	Sterile alpha motif domain-containing protein 9-like	Disease related genes, Human disease related genes, Predicted intracellular proteins			Disease variant, Neurodegeneration, Spinocerebellar ataxia	Low immune cell specificity		Low lineage specificity		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2341	SAP18	Histone deacetylase complex subunit SAP18	Essential proteins, Predicted intracellular proteins, Transporters	mRNA processing, mRNA splicing, Transcription, Transcription regulation	Repressor		Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2342	SARG	Specifically androgen-regulated gene protein										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2343	SART1	U4/U6.U5 tri-snRNP-associated protein 1	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins	mRNA processing, mRNA splicing		Allergen, Cancer-related genes	Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2344	SAT1	Diamine acetyltransferase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins		Acyltransferase, Transferase		Group enriched	classical monocyte: 654.2;intermediate monocyte: 1845.7;neutrophil: 1585.1;non-classical monocyte: 2462.2	Group enriched		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Myeloid/Monocyte;Granulocyte	0	0	2	1	Immune-cell-enriched
2345	SAT2	Thialysine N-epsilon-acetyltransferase	Enzymes, Metabolic proteins, Predicted intracellular proteins		Acyltransferase, Transferase		Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2346	SATB1	DNA-binding protein SATB1	Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	Host-virus interaction, Transcription, Transcription regulation	Chromatin regulator, DNA-binding, Repressor	Disease variant, Intellectual disability	Immune cell enhanced	naive CD4 T-cell: 104.8	Group enriched		Group enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	T-cell	0	0	2	1	Immune-cell-enriched
2347	SBSN	Suprabasin	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins				Not detected in immune cells		Not detected	Secreted - unknown location	Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	Non-immune
2348	SCAMP3	Secretory carrier-associated membrane protein 3	Predicted membrane proteins, Transporters	Protein transport, Transport			Low immune cell specificity		Low lineage specificity		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	Non-immune
2349	SCARA5	Scavenger receptor class A member 5	Predicted intracellular proteins, Predicted membrane proteins	Ion transport, Iron transport, Transport	Receptor		Immune cell enriched	plasmacytoid DC: 21.1	Lineage enriched		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Myeloid/Monocyte;Dendritic	0	0	2	1	Immune-cell-enriched
2350	SCARB1	Scavenger receptor class B member 1	Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Host-virus interaction	Host cell receptor for virus entry, Receptor		Immune cell enhanced	plasmacytoid DC: 22.0	Group enriched		Group enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Myeloid/Monocyte;Dendritic	0	0	2	1	Immune-cell-enriched
2351	SCARB2	Lysosome membrane protein 2	Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Host-virus interaction	Host cell receptor for virus entry, Receptor	Disease variant, Epilepsy, Neurodegeneration	Group enriched	basophil: 11.7;classical monocyte: 14.1;intermediate monocyte: 26.0;myeloid DC: 8.1;non-classical monocyte: 25.0;plasmacytoid DC: 28.8	Group enriched		Low tissue specificity	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Myeloid/Monocyte;Granulocyte;Dendritic	0	0	2	1	Immune-cell-enriched
2352	SCARF1	Scavenger receptor class F member 1	Predicted membrane proteins	Cell adhesion	Receptor		Immune cell enhanced	neutrophil: 3.1	Low lineage specificity		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Granulocyte	0	0	2	1	Immune-cell-enriched
2353	SCARF2	Scavenger receptor class F member 2	Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins	Cell adhesion	Receptor	Disease variant	Not detected in immune cells		Not detected		Tissue enhanced	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0	0	0	Soluble receptor
2354	SCG2	Secretogranin-2	Plasma proteins, Predicted secreted proteins				Not detected in immune cells		Not detected	Secreted to blood	Group enriched	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	Non-immune
